rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id,rally_length
9,2,00:45:07,81238,4,5,2,net shot,0.0,0,2.0,7,-0.1682926829268294,0.3654166666666665,,,8,138.9,334.76,8,178.4,647.1,3,2,150,6
9,3,00:45:08,81264,4,5,3,lob,0.0,1,1.0,3,-1.3512195121951218,-1.6288020833333334,,,7,162.6,573.96,8,166.3,316.21,3,2,150,6
9,4,00:45:10,81306,4,5,2,clear,0.0,0,1.0,6,-1.15,1.4807291666666664,,,8,106.0,209.81,8,152.3,632.85,3,2,150,6
9,5,00:45:11,81338,4,5,3,smash,0.0,0,2.0,5,-0.8658536585365854,-1.0293229166666666,,,6,91.9,723.25,8,165.5,284.77,3,2,150,6
9,6,00:45:11,81349,4,5,2,defensive shot,0.0,0,2.0,10,2.1219512195121952,-0.3420833333333333,,,8,148.6,267.22,4,71.7,761.61,3,2,150,6
21,1,00:50:42,91263,11,10,3,short service,0.0,1,1.0,8,-0.578048780487805,-0.6771354166666667,,,8,186.1,647.17,8,135.1,299.17,3,2,162,5
21,2,00:50:42,91287,11,10,2,net shot,0.0,0,2.0,7,0.1597560975609755,0.2815104166666664,,,8,137.5,327.76,8,174.5,654.72,3,2,162,5
21,3,00:50:43,91311,11,10,3,net shot,0.0,1,2.0,7,-0.1524390243902439,-0.1220833333333333,,,7,182.0,580.95,8,166.9,318.59,3,2,162,5
21,4,00:50:44,91339,11,10,2,net shot,0.0,1,2.0,7,-0.2353658536585367,0.0738020833333334,,,7,152.9,395.32,7,170.3,575.74,3,2,162,5
21,5,00:50:45,91365,11,10,3,net shot,0.0,1,2.0,7,0.1378048780487806,0.0651041666666666,,,7,150.7,565.26,8,163.5,348.79,3,2,162,5
38,1,00:59:38,107341,20,18,3,short service,0.0,1,2.0,7,0.8414634146341463,0.6316145833333332,,,8,169.1,279.86,8,219.6,636.63,3,2,178,21
38,2,00:59:38,107360,20,18,2,net shot,0.0,0,2.0,7,0.3256097560975608,-0.1521875000000001,,,8,221.0,607.89,8,176.5,274.95,3,2,178,21
38,3,00:59:39,107389,20,18,3,push/rush,0.0,1,2.0,3,1.364634146341463,1.5991666666666664,,,8,198.9,358.17,8,197.8,617.39,3,2,178,21
38,4,00:59:40,107424,20,18,2,clear,0.0,0,1.0,6,1.270731707317073,-1.2631770833333331,,,8,230.7,732.81,8,194.8,299.66,3,2,178,21
38,5,00:59:41,107447,20,18,3,smash,0.0,0,2.0,5,1.3012195121951218,0.9989583333333332,,,8,235.9,260.36,8,211.0,683.4,3,2,178,21
38,6,00:59:41,107459,20,18,2,defensive shot,0.0,0,1.0,9,0.8304878048780487,-1.3901041666666665,,,8,200.8,668.54,6,267.1,273.19,3,2,178,21
38,7,00:59:43,107514,20,18,3,smash,0.0,0,2.0,5,0.9682926829268294,0.8442708333333334,,,8,198.6,244.71,8,200.5,684.76,3,2,178,21
38,8,00:59:43,107517,20,18,2,defensive shot,0.0,0,1.0,8,0.2024390243902438,-0.7472916666666668,,,8,213.6,656.62,8,202.4,242.16,3,2,178,21
38,9,00:59:44,107536,20,18,3,drive,0.0,0,1.0,8,-0.7682926829268293,1.013958333333333,,,8,155.7,339.54,8,181.3,642.49,3,2,178,21
38,10,00:59:44,107547,20,18,2,push/rush,0.0,1,1.0,9,-0.5878048780487806,-1.5236458333333331,,,8,168.7,657.7,8,161.6,334.96,3,2,178,21
38,11,00:59:45,107573,20,18,3,drop,1.0,0,2.0,2,-1.0414634146341464,0.6152604166666666,,,9,123.7,201.87,8,160.3,679.98,3,2,178,21
38,12,00:59:46,107599,20,18,2,net shot,0.0,1,2.0,7,-0.5829268292682926,-0.0503645833333334,,,8,141.5,631.17,8,163.9,231.45,3,2,178,21
38,13,00:59:47,107636,20,18,3,lob,0.0,1,1.0,8,-0.3317073170731706,0.9604166666666666,,,7,144.4,403.83,8,160.7,631.35,3,2,178,21
38,14,00:59:49,107695,20,18,2,smash,1.0,0,2.0,6,1.020731707317073,-1.1151041666666666,,,8,145.1,681.29,8,172.8,236.73,3,2,178,21
38,15,00:59:50,107714,20,18,3,defensive shot,0.0,0,1.0,7,0.823170731707317,0.38796875,,,8,198.0,244.71,8,172.0,631.46,3,2,178,21
38,16,00:59:51,107731,20,18,2,drive,0.0,0,2.0,8,0.5109756097560977,-1.0245833333333334,,,8,229.6,606.34,9,221.1,199.93,3,2,178,21
38,17,00:59:51,107744,20,18,3,push/rush,0.0,0,1.0,8,-0.8121951219512195,1.1370312499999995,,,8,189.1,249.78,8,220.5,606.26,3,2,178,21
38,18,00:59:52,107771,20,18,2,clear,1.0,0,1.0,3,-1.2097560975609756,-1.5257291666666666,,,8,147.1,663.52,8,144.6,289.51,3,2,178,21
38,19,00:59:53,107806,20,18,3,clear,1.0,0,1.0,9,0.4426829268292684,1.5819270833333334,,,3,84.4,201.56,8,159.7,671.12,3,2,178,21
38,20,00:59:54,107845,20,18,2,smash,0.0,0,2.0,8,0.6634146341463415,-0.93359375,,,9,189.3,765.38,8,157.9,264.78,3,2,178,21
38,21,00:59:55,107860,20,18,3,defensive shot,0.0,0,2.0,10,-1.8219512195121952,1.1478645833333332,,,8,189.6,272.56,8,205.6,752.56,3,2,178,21
40,1,01:01:11,110143,21,19,3,short service,0.0,1,2.0,8,-0.274390243902439,0.7726041666666669,,,8,185.7,294.73,8,114.2,646.48,3,2,180,31
40,2,01:01:12,110170,21,19,2,net shot,0.0,1,2.0,7,0.4097560975609755,-0.1839583333333333,,,8,136.8,621.61,8,175.9,304.34,3,2,180,31
40,3,01:01:13,110194,21,19,3,push/rush,0.0,1,1.0,3,1.0829268292682928,1.6045833333333337,,,7,193.5,371.57,8,175.9,613.95,3,2,180,31
40,4,01:01:14,110232,21,19,2,drop,0.0,0,2.0,6,0.951219512195122,-0.5526562500000001,,,8,215.2,747.39,8,191.7,309.27,3,2,180,31
40,5,01:01:15,110258,21,19,3,push/rush,0.0,0,1.0,3,1.298780487804878,1.657916666666667,,,8,215.6,326.07,8,192.9,691.93,3,2,180,31
40,6,01:01:16,110292,21,19,2,drive,0.0,0,1.0,6,1.2487804878048778,-1.0481770833333333,,,8,229.9,750.18,8,200.8,267.64,3,2,180,31
40,7,01:01:16,110307,21,19,3,defensive shot,0.0,0,2.0,5,1.3378048780487803,0.6942708333333331,,,8,203.7,277.66,8,213.6,707.8,3,2,180,31
40,8,01:01:17,110332,21,19,2,net shot,0.0,0,2.0,2,1.201219512195122,-0.2351041666666666,,,8,242.5,628.98,8,213.2,267.74,3,2,180,31
40,9,01:01:18,110360,21,19,3,push/rush,0.0,0,1.0,3,1.351219512195122,1.5858854166666667,,,7,232.8,367.45,8,215.0,642.82,3,2,180,31
40,10,01:01:19,110399,21,19,2,drop,0.0,0,2.0,2,1.119512195121951,-0.5169791666666667,,,9,243.9,758.18,8,214.4,323.71,3,2,180,31
40,11,01:01:20,110424,21,19,3,push/rush,0.0,0,1.0,3,1.202439024390244,1.62484375,,,8,224.7,342.42,8,198.4,697.72,3,2,180,31
40,12,01:01:21,110457,21,19,2,drop,0.0,0,2.0,7,-0.8158536585365854,-0.28640625,,,9,226.5,758.0,8,212.7,318.97,3,2,180,31
40,13,01:01:22,110486,21,19,3,net shot,0.0,1,2.0,2,-1.197560975609756,0.3331770833333334,,,7,135.7,397.32,8,182.0,703.25,3,2,180,31
40,14,01:01:23,110511,21,19,2,lob,0.0,1,1.0,9,-0.8048780487804879,-1.452395833333333,,,7,110.0,564.88,8,127.5,332.34,3,2,180,31
40,15,01:01:25,110574,21,19,3,smash,1.0,0,2.0,8,-0.0182926829268292,1.0869270833333335,,,9,104.7,193.58,8,165.7,650.05,3,2,180,31
40,16,01:01:26,110586,21,19,2,defensive shot,0.0,1,1.0,8,0.5999999999999999,-1.3627083333333332,,,8,182.5,700.41,8,123.7,223.24,3,2,180,31
40,17,01:01:26,110605,21,19,3,drop,0.0,0,2.0,1,1.2658536585365856,0.4635416666666667,,,8,178.4,259.89,8,198.1,662.52,3,2,180,31
40,18,01:01:27,110629,21,19,2,lob,0.0,0,1.0,9,0.8951219512195122,-1.5771875,,,8,237.6,606.42,8,223.3,328.48,3,2,180,31
40,19,01:01:29,110675,21,19,3,clear,0.0,0,1.0,5,1.0853658536585369,1.4559895833333332,,,9,230.6,186.34,8,178.8,654.76,3,2,180,31
40,20,01:01:30,110702,21,19,2,drop,0.0,0,2.0,5,-1.2902439024390244,-0.5373958333333334,,,8,232.5,721.91,8,199.1,254.97,3,2,180,31
40,21,01:01:30,110729,21,19,3,push/rush,0.0,1,1.0,4,-1.0439024390243905,1.5219270833333336,,,8,130.5,334.69,8,206.7,684.82,3,2,180,31
40,22,01:01:32,110766,21,19,2,clear,1.0,0,1.0,3,-0.975609756097561,-1.4959895833333334,,,8,112.1,741.03,8,140.3,257.05,3,2,180,31
40,23,01:01:33,110798,21,19,3,clear,1.0,0,1.0,6,-1.2792682926829269,1.4041666666666668,,,5,92.8,215.04,8,156.2,697.3,3,2,180,31
40,24,01:01:34,110826,21,19,2,drop,0.0,1,2.0,1,-1.1134146341463411,-0.3317708333333333,,,8,125.1,664.81,8,123.3,272.02,3,2,180,31
40,25,01:01:35,110853,21,19,3,push/rush,0.0,1,1.0,3,1.173170731707317,1.6443229166666669,,,7,110.6,373.09,8,122.1,686.89,3,2,180,31
40,26,01:01:36,110886,21,19,2,clear,0.0,0,1.0,4,1.052439024390244,-1.4034895833333334,,,8,212.6,742.04,8,166.9,316.22,3,2,180,31
40,27,01:01:37,110920,21,19,3,clear,0.0,0,1.0,4,-0.9987804878048782,1.535572916666667,,,9,235.9,202.75,8,194.6,671.46,3,2,180,31
40,28,01:01:38,110948,21,19,2,clear,1.0,0,1.0,3,-0.9817073170731708,-1.6424479166666668,,,8,123.6,699.83,8,206.4,229.16,3,2,180,31
40,29,01:01:39,110989,21,19,3,clear,1.0,0,1.0,6,-1.0707317073170732,1.291302083333333,,,3,98.6,171.45,8,154.9,674.03,3,2,180,31
40,30,01:01:40,111009,21,19,2,clear,1.0,0,1.0,9,-0.6573170731707317,-1.3951041666666668,,,8,136.3,670.89,8,124.1,256.91,3,2,180,31
40,31,01:01:41,111041,21,19,3,drop,1.0,0,2.0,1,-0.9634146341463414,-0.0207291666666667,,,9,112.8,201.79,8,141.3,682.72,3,2,180,31
1,1,00:06:56,12500,1,0,2,long service,0.0,0,1.0,9,0.8109756097560976,1.6622395833333332,,,8,166.9,323.31,8,230.5,670.32,1,2,71,16
1,2,00:06:58,12558,1,0,3,smash,1.0,0,2.0,8,-0.7402439024390244,-0.9641145833333334,,,9,238.3,781.12,8,181.5,264.97,1,2,71,16
1,3,00:06:59,12572,1,0,2,defensive shot,0.0,0,2.0,7,-0.7317073170731707,0.4919791666666668,,,8,178.4,272.47,8,222.6,742.14,1,2,71,16
1,4,00:07:00,12602,1,0,3,push/rush,0.0,0,1.0,4,0.926829268292683,-1.5770833333333334,,,8,155.1,620.19,8,176.5,267.45,1,2,71,16
1,5,00:07:01,12631,1,0,2,smash,1.0,0,2.0,6,-1.10609756097561,0.9968229166666666,,,9,216.6,172.36,8,184.5,674.32,1,2,71,16
1,6,00:07:01,12653,1,0,3,push/rush,0.0,0,1.0,8,-0.8341463414634147,-1.2565625,,,8,158.4,648.44,10,223.0,149.78,1,2,71,16
1,7,00:07:02,12677,1,0,2,drop,0.0,0,2.0,2,-0.901219512195122,0.5003124999999997,,,8,136.7,236.45,8,143.0,651.36,1,2,71,16
1,8,00:07:03,12700,1,0,3,net shot,0.0,0,2.0,1,-0.9158536585365852,-0.3199479166666667,,,8,115.9,595.39,8,140.4,228.64,1,2,71,16
1,9,00:07:04,12726,1,0,2,push/rush,0.0,0,1.0,9,0.9073170731707316,1.590572916666667,,,7,129.2,392.95,7,129.6,583.83,1,2,71,16
1,10,00:07:05,12760,1,0,3,clear,0.0,1,1.0,6,1.0621951219512198,-1.3471354166666665,,,8,212.5,728.56,8,174.7,342.0,1,2,71,16
1,11,00:07:06,12793,1,0,2,smash,1.0,0,2.0,5,1.1341463414634143,0.9744791666666668,,,4,254.2,181.0,8,209.8,711.97,1,2,71,16
1,12,00:07:07,12811,1,0,3,net shot,0.0,1,2.0,5,-1.0365853658536586,-0.5598437500000001,,,8,223.6,661.26,8,237.6,208.16,1,2,71,16
1,13,00:07:08,12842,1,0,2,net shot,0.0,0,2.0,2,-1.1695121951219514,0.3520833333333334,,,8,137.7,282.08,8,186.2,696.17,1,2,71,16
1,14,00:07:09,12870,1,0,3,push/rush,0.0,0,2.0,3,-1.1658536585365853,-1.4966666666666668,,,7,125.4,578.72,8,148.5,337.16,1,2,71,16
1,15,00:07:11,12931,1,0,2,drop,0.0,0,2.0,2,-1.0109756097560976,0.3807291666666668,,,8,143.6,231.28,7,110.7,592.02,1,2,71,16
1,16,00:07:11,12936,1,0,3,net shot,0.0,0,2.0,7,0.2658536585365855,0.0147916666666665,,,7,110.6,578.58,9,146.2,199.34,1,2,71,16
5,1,00:08:15,14863,4,1,2,long service,0.0,0,1.0,4,-1.3121951219512191,1.69796875,,,8,189.0,342.12,8,130.5,684.07,1,2,75,9
5,2,00:08:17,14923,4,1,3,smash,0.0,0,2.0,8,-0.671951219512195,-0.96390625,,,4,89.5,768.21,8,174.1,274.93,1,2,75,9
5,3,00:08:17,14939,4,1,2,net shot,0.0,0,2.0,8,0.7585365853658536,0.7768229166666666,,,8,164.7,262.31,6,99.1,720.57,1,2,75,9
5,4,00:08:18,14961,4,1,3,push/rush,0.0,1,1.0,9,-0.8634146341463415,-1.4098958333333331,,,8,198.1,630.14,8,193.5,254.93,1,2,75,9
5,5,00:08:19,14983,4,1,2,smash,0.0,0,2.0,8,-0.8573170731707317,0.91015625,,,9,153.6,171.88,8,197.5,699.14,1,2,75,9
5,6,00:08:19,14997,4,1,3,net shot,0.0,0,2.0,6,0.952439024390244,-0.8313541666666667,,,8,154.2,685.76,9,119.2,201.84,1,2,75,9
5,7,00:08:20,15020,4,1,2,net shot,0.0,1,2.0,1,1.2402439024390242,0.4998437500000001,,,8,185.8,287.4,8,185.1,657.86,1,2,75,9
5,8,00:08:21,15049,4,1,3,net shot,0.0,1,2.0,7,-0.6439024390243903,-0.4085937499999999,,,8,229.6,617.69,8,216.4,265.25,1,2,75,9
5,9,00:08:22,15075,4,1,2,push/rush,0.0,0,2.0,3,1.3780487804878048,1.7352604166666663,,,8,162.4,362.37,8,207.8,638.08,1,2,75,9
17,1,00:11:58,21544,10,7,3,short service,0.0,1,2.0,8,-0.8219512195121952,-0.5708333333333334,,,8,187.8,626.87,8,132.4,264.57,1,2,87,5
17,2,00:11:58,21563,10,7,2,net shot,0.0,0,2.0,7,0.0439024390243901,0.3285937500000002,,,8,137.8,339.39,8,182.3,631.56,1,2,87,5
17,3,00:11:59,21588,10,7,3,push/rush,0.0,1,1.0,3,-1.1756097560975611,-1.3827083333333334,,,7,163.8,592.52,8,170.6,341.97,1,2,87,5
17,4,00:12:00,21625,10,7,2,drop,0.0,0,1.0,2,-1.0109756097560976,0.42703125,,,9,113.2,196.37,8,149.5,613.7,1,2,87,5
17,5,00:12:01,21640,10,7,3,push/rush,0.0,0,2.0,8,-0.2256097560975609,-1.1327083333333332,,,7,132.9,592.23,8,138.4,225.99,1,2,87,5
22,1,00:14:36,26296,12,10,3,short service,0.0,1,2.0,5,-1.1207317073170733,-0.6550520833333332,,,8,188.7,633.2,8,134.9,291.88,1,2,92,19
22,2,00:14:37,26325,12,10,2,push/rush,0.0,0,1.0,9,0.6865853658536587,1.6291145833333331,,,8,129.1,346.21,8,176.4,656.25,1,2,92,19
22,3,00:14:38,26358,12,10,3,smash,1.0,0,2.0,8,0.8609756097560974,-0.9585416666666668,,,8,226.4,736.82,8,171.0,282.35,1,2,92,19
22,4,00:14:39,26377,12,10,2,defensive shot,0.0,1,2.0,2,-1.221951219512195,0.4628125,,,8,196.3,277.6,8,221.4,750.09,1,2,92,19
22,5,00:14:40,26406,12,10,3,net shot,0.0,0,2.0,2,0.9853658536585368,-0.2907291666666666,,,8,128.2,602.1,8,174.7,316.28,1,2,92,19
22,6,00:14:41,26436,12,10,2,push/rush,0.0,1,2.0,9,0.8902439024390244,1.6690625,,,7,216.0,406.58,8,130.2,600.48,1,2,92,19
22,7,00:14:42,26470,12,10,3,clear,0.0,1,1.0,9,0.8646341463414635,-1.5043750000000002,,,8,208.9,727.16,8,205.2,333.0,1,2,92,19
22,8,00:14:44,26531,12,10,2,smash,1.0,0,2.0,8,0.8939024390243904,0.8604166666666669,,,8,227.9,234.57,8,215.3,647.45,1,2,92,19
22,9,00:14:44,26531,12,10,3,defensive shot,0.0,1,2.0,8,0.2439024390243902,-0.6862499999999999,,,8,218.5,671.69,8,230.0,247.54,1,2,92,19
22,10,00:14:45,26552,12,10,2,push/rush,0.0,1,1.0,6,-0.9878048780487804,1.4263020833333335,,,8,209.4,302.2,8,197.2,654.94,1,2,92,19
22,11,00:14:46,26587,12,10,3,clear,0.0,0,1.0,4,0.9536585365853656,-1.4465625,,,8,120.1,727.63,8,175.3,306.74,1,2,92,19
22,12,00:14:47,26619,12,10,2,clear,1.0,0,1.0,6,-1.0,1.4192708333333333,,,9,229.1,191.82,8,170.7,674.19,1,2,92,19
22,13,00:14:48,26660,12,10,3,drop,0.0,0,2.0,8,-0.4280487804878048,-0.73734375,,,9,118.1,763.37,8,182.7,289.82,1,2,92,19
22,14,00:14:49,26684,12,10,2,push/rush,0.0,0,1.0,8,0.8560975609756096,1.4825520833333332,,,8,160.7,299.38,8,137.5,695.69,1,2,92,19
22,15,00:14:50,26710,12,10,3,smash,1.0,0,2.0,8,0.851219512195122,-1.1023958333333332,,,8,209.8,711.97,8,185.9,262.48,1,2,92,19
22,16,00:14:51,26742,12,10,2,defensive shot,0.0,1,2.0,8,0.6243902439024389,0.7084895833333332,,,8,198.3,218.54,8,208.8,655.05,1,2,92,19
22,17,00:14:51,26747,12,10,3,push/rush,0.0,1,1.0,6,0.9280487804878048,-1.3476041666666667,,,8,215.7,619.16,8,201.3,231.74,1,2,92,19
22,18,00:14:52,26767,12,10,2,smash,1.0,0,2.0,5,1.364634146341463,0.9112500000000002,,,8,207.0,231.79,8,208.6,602.87,1,2,92,19
22,19,00:14:52,26781,12,10,3,defensive shot,0.0,1,2.0,1,1.4317073170731704,0.1402604166666667,,,8,231.5,656.79,9,230.1,202.71,1,2,92,19
24,1,00:15:39,28178,13,11,3,short service,0.0,1,2.0,8,0.4780487804878047,-0.554375,,,8,170.6,659.23,8,235.6,267.93,1,2,94,11
24,2,00:15:40,28204,13,11,2,net shot,0.0,1,2.0,7,-0.3536585365853658,0.2410937499999998,,,8,208.8,333.03,8,181.3,633.13,1,2,94,11
24,3,00:15:41,28230,13,11,3,push/rush,0.0,1,1.0,9,-0.8109756097560976,-1.524375,,,7,141.0,570.33,8,171.1,328.04,1,2,94,11
24,4,00:15:42,28263,13,11,2,smash,0.0,0,2.0,8,-0.1780487804878048,0.7477604166666669,,,8,149.2,226.08,7,155.2,592.44,1,2,94,11
24,5,00:15:42,28278,13,11,3,defensive shot,0.0,1,1.0,6,0.9731707317073172,-1.0229687500000002,,,8,170.6,645.48,8,149.6,249.46,1,2,94,11
24,6,00:15:43,28296,13,11,2,smash,1.0,0,2.0,5,0.9902439024390244,0.9015625000000002,,,8,201.3,275.15,8,199.8,672.99,1,2,94,11
24,7,00:15:43,28305,13,11,3,defensive shot,0.0,1,1.0,6,1.080487804878049,-1.1016145833333333,,,8,213.2,653.57,8,218.9,265.27,1,2,94,11
24,8,00:15:44,28324,13,11,2,smash,1.0,0,2.0,5,1.074390243902439,1.01375,,,8,221.3,267.81,8,210.6,661.13,1,2,94,11
24,9,00:15:44,28336,13,11,3,defensive shot,0.0,1,1.0,6,0.9902439024390244,-1.0490625,,,8,214.2,671.65,8,209.6,226.56,1,2,94,11
24,10,00:15:45,28351,13,11,2,smash,1.0,0,2.0,8,-0.3939024390243903,1.00765625,,,8,223.2,265.31,8,209.8,673.09,1,2,94,11
24,11,00:15:45,28367,13,11,3,defensive shot,0.0,0,2.0,7,0.397560975609756,0.0761979166666666,,,8,192.1,680.29,8,200.9,302.13,1,2,94,11
28,1,00:17:34,31638,15,13,2,long service,0.0,0,,3,1.170731707317073,1.6246875000000005,,,8,162.0,313.8,8,223.3,683.52,1,2,98,6
28,2,00:17:36,31696,15,13,3,smash,1.0,0,2.0,6,1.1646341463414631,-1.1013020833333331,,,3,284.5,765.06,8,203.3,302.15,1,2,98,6
28,3,00:17:37,31711,15,13,2,defensive shot,0.0,1,1.0,8,0.8365853658536585,0.9891145833333332,,,8,206.5,260.12,5,269.1,726.39,1,2,98,6
28,4,00:17:37,31730,15,13,3,smash,1.0,0,2.0,8,0.2963414634146343,-1.1711979166666666,,,8,231.2,664.34,8,206.6,287.57,1,2,98,6
28,5,00:17:38,31742,15,13,2,defensive shot,0.0,1,1.0,7,-0.3963414634146341,0.5382812500000002,,,8,190.9,265.05,8,213.3,631.86,1,2,98,6
28,6,00:17:38,31756,15,13,3,push/rush,0.0,0,2.0,7,-0.2731707317073171,-0.0804687499999999,,,7,174.4,590.96,8,167.7,236.69,1,2,98,6
29,1,00:17:54,32248,15,14,2,long service,0.0,0,1.0,9,-0.7414634146341463,1.6424479166666668,,,8,189.0,339.82,8,136.8,689.93,1,2,99,12
29,2,00:17:56,32288,15,14,3,smash,0.0,0,2.0,6,1.1085365853658533,-0.9577083333333332,,,9,122.8,778.68,8,178.4,301.95,1,2,99,12
29,3,00:17:56,32305,15,14,2,defensive shot,0.0,1,2.0,8,0.6963414634146341,0.8513541666666669,,,8,188.6,311.64,8,141.3,700.01,1,2,99,12
29,4,00:17:57,32323,15,14,3,push/rush,0.0,1,1.0,9,0.8390243902439026,-1.40421875,,,8,201.0,661.04,8,208.5,255.05,1,2,99,12
29,5,00:17:58,32349,15,14,2,clear,1.0,0,1.0,9,0.8621951219512194,1.5969791666666666,,,8,223.5,208.05,8,196.2,659.48,1,2,99,12
29,6,00:17:59,32390,15,14,3,drop,1.0,0,2.0,6,1.2695121951219517,-0.7681250000000001,,,8,245.5,754.27,8,196.3,280.08,1,2,99,12
29,7,00:18:00,32409,15,14,2,net shot,0.0,1,2.0,7,0.4548780487804879,0.2248437500000001,,,8,235.7,282.88,8,233.2,727.4,1,2,99,12
29,8,00:18:01,32440,15,14,3,push/rush,0.0,1,1.0,9,-0.852439024390244,-1.4525520833333332,,,7,192.9,572.53,8,205.5,280.16,1,2,99,12
29,9,00:18:02,32486,15,14,2,drop,0.0,0,1.0,2,-0.8999999999999999,0.3997395833333333,,,8,151.1,223.46,8,136.4,642.06,1,2,99,12
29,10,00:18:02,32486,15,14,3,net shot,0.0,0,2.0,6,1.201219512195122,-0.5871354166666668,,,8,138.8,605.48,8,150.3,210.15,1,2,99,12
29,11,00:18:03,32510,15,14,2,push/rush,0.0,1,1.0,8,-0.2597560975609757,1.4155208333333331,,,8,220.7,337.77,8,159.9,604.04,1,2,99,12
29,12,00:18:04,32546,15,14,3,smash,0.0,0,2.0,6,1.5500000000000005,-1.166875,,,8,174.1,705.99,8,195.4,302.09,1,2,99,12
30,1,00:18:22,33073,16,14,3,short service,0.0,1,2.0,8,-0.7548780487804879,-0.53546875,,,8,184.2,647.15,8,131.0,284.49,1,2,100,30
30,2,00:18:23,33093,16,14,2,push/rush,0.0,0,1.0,5,1.125609756097561,1.414479166666667,,,8,139.5,337.09,8,178.3,654.75,1,2,100,30
30,3,00:18:23,33119,16,14,3,clear,1.0,0,1.0,9,-0.4658536585365852,-1.4799479166666665,,,8,210.5,700.69,8,176.5,292.22,1,2,100,30
30,4,00:18:25,33152,16,14,2,smash,0.0,0,2.0,6,-0.8817073170731707,1.052447916666667,,,8,165.2,234.07,8,185.3,703.28,1,2,100,30
30,5,00:18:25,33167,16,14,3,defensive shot,0.0,0,2.0,8,-0.0036585365853659,-0.7357812499999999,,,8,177.3,684.53,8,169.7,259.82,1,2,100,30
